LOC,STA,STA2,STATION,NAME,LHOLD,HOLDCERT,O,NEARTOWN,COUNTY,STATE,REGION,BLOCK,LATITUDE,LONGITUDE,PRECISION,SOURCE,DATUM,DECLAT,DECLNG,NAD83,ELEV,STRATUM,BCR,HABITAT,REG,PASSED,MAP,D89,D90,D91,D92,D93,D94,D95,D96,D97,D98,Y99,D99,Y00,D00,Y01,D01,Y02,D02,Y03,D03,Y04,D04,Y05,D05,Y06,D06,Y07,D07,Y08,D08,Y09,D09,Y10,D10,Y11,D11,Y12,D12,Y13,HISTORY,YRSOP
PALI,16683,16683U,PALI,Kentucky River,S,+,I,Camp Nelson,Garrard,KY,6,374-0843,37 45 58,-084 37 20,01S,Web - topozone,NAD83,37.76611,-84.62222,x,240,15,24,decid. forest/pasture/cliff,X,,x,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1
BOWL,16684,16684U,BOWL,Bowles Woods,C,+,I,Harrison,Hamilton,OH,6,391-0844,39 15 01,-084 45 39,01S,GPS,NAD83,39.25028,-84.76083,x,200,15,24,deciduous forest/grassland,X,Y03,X,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,98-,15
TOSO,16685,16685U,TOSO,Tosohatchee,S,,I,Christmas,Orange,FL,6,283-0805,28 30 00,-080 58 30,10S,-,-,28.5,-80.975,-,6,2,31,evergreen forest/evergreen other,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1
WEST,16686,16686U,WEST,Westview,P,+,I,Jefferson,Goochland,VA,6,373-0780,37 38 40,-078 00 20,10S,-,-,37.64444,-78.00556,-,53,11,29,deciduous woodland/evergreen wood,X,Y03,x,,,,,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,98-02,5
PILO,16687,16687S,PILO,Pilot Knob,S,+,I,Westbend,Powell,KY,6,375-0835,37 54 50,-083 56 33,01S,Web - topozone,NAD83,37.91389,-83.9425,x,259,14,28,deciduous forest,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1
AAFB,16688,16688U,SPCR,Spring Creek,DO,+,I,Tullahoma,Franklin,TN,6,351-0860,35 19 26,-086 09 00,01S,GIS - ArcMAP,NAD83,35.32389,-86.15,x,345,14,24,"fire managed post &red oak,loblolly pine",X,Y99,X,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,99-,14
CFWR,16689,16689U,CFWR,Cowan's Ford Wildlife Ref,C,+,I,Huntersville,Mecklenburg,NC,6,352-0805,35 22 30,-080 58 10,01S,Web - Google E.,NAD83,35.375,-80.96944,x,221,11,29,mixed woodland/grassland,X,Y99,X,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,99-04,6
WASS,16690,16690U,WASS,"Wassaw Island, South",IW,+,I,Isle of Hope,Chatham,GA,6,315-0805,31 52 50,-080 58 47,01S,GPS,NAD83,31.88056,-80.97972,x,3,3,27,salt marsh to oak-pine forest,X,Y00,X,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,99-08,10
SIBO,16691,16691U,SIBO,South. Illinois Bird Obs.,P,+,I,Makanda,Jackson,IL,6,373-0891,37 36 31,-089 14 46,01S,-,-,37.60861,-89.24611,-,183,14,24,deciduous forest/mixed shrubland,X,,x,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,99-03,5
PILO,16692,16687S,SAGE,Sage Point,S,+,I,Westbend,Powell,KY,6,375-0835,37 54 24,-083 56 14,01S,Web - topozone,NAD83,37.90667,-83.93722,x,274,14,28,oak-hickory forest w/ utility row,X,,x,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,99-01,3
JCRF,16693,16693U,WOLA,Woodcock Lane,IW,+,I,Dias Creek,Cape May,NJ,6,390-0745,39 05 37,-074 53 19,01S,-,-,39.09361,-74.88861,-,3,4,30,deciduous woodland/dec. shrubland,X,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,99-01,3
JCRF,16694,16694U,FNWR,E.B. Forsythe NWR,IW,+,I,Oceanville,Atlantic,NJ,6,392-0742,39 27 58,-074 27 19,01S,-,-,39.46611,-74.45528,-,5,4,30,marsh and adjacent woods,X,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,99-01,3
DODA,16695,16695U,DODA,North Montgomery County,C,,I,Montgomery,Montgomery,AL,6,322-0861,32 27 33,-086 12 31,01S,-,-,32.45917,-86.20861,-,50,4,27,mixed woodland/riparian corridor,X,,x,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,01-04,4
POIN,16696,16696U,POIN,Ardis,DO,+,I,Pinewood,Sumter,SC,6,334-0802,33 47 59,-080 27 28,01S,GPS,NAD83,33.79972,-80.45778,x,60,4,27,Carolina bay/mixed pine hardwood forest,X,,X,,,,,,,,,,,,,,,X,X,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,"01,07-",7
FOST,16697,16697U,FSA7,Fort Stewart A-7,DA,+,I,Flemington,Liberty,GA,6,315-0812,31 55 38,-081 27 15,01S,-,-,31.92722,-81.45417,-,7,3,27,longleaf pine/wiregrass flatwoods,X,,X,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,99-02,4
ICHA,16699,16699U,ICHA,Ichauway,P,+,I,Newton,Baker,GA,6,311-0842,31 12 14,-084 24 37,01S,-,NAD83,31.20389,-84.41028,x,120,4,27,mature longleaf pine forest,X,Y01,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,01-10,10
HWLC,16700,16700U,RMTR,Reedy Marsh Trail,S,+,I,Four Oaks,Johnston,NC,6,352-0781,35 23 55,-078 17 22,01S,GPS,NAD83,35.39861,-78.28944,x,29,4,27,bottomland hardwood forest,X,Y03,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,00-,13
WWFL,16701,16701U,WWPR,Weekiwachee Preserve,S,+,I,Spring Hill,Hernando,FL,6,282-0823,28 27 53,-082 38 37,01S,GPS,NAD83,28.46472,-82.64361,x,3,2,31,hardw hammock/pine flatw/oldfld/karst gr,X,,x,,,,,,,,,,,,,,,X,X,X,X,,,,,,,X,X,,,,,,,,,,,,,,"01-02,06",3
CHAS,16702,16702U,CHAS,Chassahowitzka WMA,S,+,I,Weeki Wachee,Hernando,FL,6,284-0823,28 40 25,-082 33 53,01S,-,-,28.67361,-82.56472,-,14,2,31,flatwoods/sandhill and hardwood swamp,X,,x,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,02-03,2
CLEM,16703,16703U,CEFA,Clemson Exp. Forest #A,S,+,I,Clemson,Anderson,SC,6,343-0824,34 37 48,-082 47 24,01S,-,-,34.63,-82.79,-,250,11,29,pine-hardwood forest,X,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,02,1
NCWC,16704,16704U,NCWC,N. Carolina Wesleyan Col.,P,+,I,Rocky Mount,Nash,NC,6,360-0774,36 01 00,-077 46 50,01S,-,-,36.01667,-77.78056,-,28,4,27,oldfield/mixed woodland/suburbia,X,N02,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,01-06,6
FOXF,16705,16705U,FOXF,Foxsparrow Farms,P,,I,Steele,St.Clair,AL,6,335-0861,33 56 03,-086 16 01,01S,-,-,33.93417,-86.26694,-,400,13,28,mature oldfield,X,Y01,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,,X,"01-08,10-",11
BRAG,16706,16706U,SAHI,Sandstone Hill,DA,+,A,Ashley Heights,Hoke,NC,6,350-0791,35 03 05,-079 19 31,01S,GPS -GPSMAP 76,NAD83,35.05139,-79.32528,x,141,4,27,pine savana/mixed woodland,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,03-09,7
SPAL,16707,16707U,SPAL,Cahaba Mountain,P,+,I,Springville,St.Clair,AL,6,334-0863,33 45 43,-086 31 08,01S,-,NAD83,33.76194,-86.51889,x,48,13,28,pine & hardwood hillside/meadow,X,N01,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,,X,01-,12
CLKR,16708,16708U,CLK1,Clark's River NWR #1,IW,+,I,Benton,Marshal,KY,6,365-0882,36 55 40,-088 27 51,01S,GPS,NAD83,36.92778,-88.46417,x,102,4,27,bottomland hardwoods/post oak prairie,X,N06,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,03-,10
BSFH,16709,16709U,BSFH,Buford St. Fish Hatchery,S,+,I,Cumming,Forsyth,GA,6,340-0840,34 08 17,-084 05 32,01S,-,-,34.13806,-84.09222,-,272,11,29,Mixed woodland along Chattahoochee River,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,03-05,3
FMNF,16710,16710U,TIBW,Tibwin Plantation,AF,+,I,McClellanville,Charleston,SC,6,330-0793,33 04 45,-079 30 30,01S,-,-,33.07917,-79.50833,-,3,3,27,maritime forest thickets/field edge,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,03-05,3
POWA,16711,16711U,POWA,Powhatan,S,+,I,Powhatan,Powhatan,VA,6,373-0780,37 31 31,-078 00 20,01S,-,-,37.52528,-78.00556,-,73,11,29,mixed deciduous woodland/scrub/field,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,,X,,X,03-,10
JEFF,16712,16625S,AR03,Area 03,IW,+,A,Nebraska,Ripley,IN,6,390-0852,39 02 47,-085 26 20,01S,GPS -GPSMAP 76,NAD83,39.04639,-85.43889,x,235,15,24,riparian corridor in deciduous forest,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,X,X,X,X,X,"04-08,11-",7
KNOX,16713,16713U,COWL,Cowley Cemetery,DA,+,A,Radcliff,Hardin,KY,6,375-0855,37 51 39,-085 55 09,01S,GPS -GPSMAP 76,NAD83,37.86083,-85.91917,x,163,14,24,oldfield complex/riparian cor./upl.fores,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,04-08,5
NABR,16714,16714U,LHBR,Natural Bridge,S,+,I,Slade,Powell,KY,6,374-0834,37 46 37,-083 41 45,01S,Web - topozone,NAD83,37.77694,-83.69583,x,245,14,28,hemlock-mixed mesophytic forest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,03-11,9
MACA,16715,16715U,DEFE,Dennison Ferry,IP,+,I,Mammoth Cave,Hart,KY,6,371-0860,37 13 09,-086 02 54,01S,GPS,NAD83,37.21917,-86.04833,x,142,14,24,temperate deciduous riparian corridor,X,Y06,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,04-,9
LOBR,16716,16716U,LOBR,Long Branch,P,+,I,Greenville,Greenville,SC,6,345-0822,34 51 25,-082 25 51,01S,-,-,34.85694,-82.43083,-,306,11,29,young riparian habitat - restored 03,X,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,04,1
JEFF,16717,16717U,AR46,Area 46,IW,+,A,New Marion,Ripley,IN,6,385-0852,38 55 15,-085 22 01,01S,GPS -GPSMAP 76,NAD83,38.92083,-85.36694,x,273,15,24,walnut forest surrounded by grassland,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,05-08,4
KNOX,16718,16718U,ORLA,Ordinance Lake,DA,+,A,Muldraugh,Hardin,KY,6,375-0855,37 57 02,-085 58 46,01S,GPS -GPSMAP 76,NAD83,37.95056,-85.97944,x,213,14,24,,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,05-08,4
ESAA,16719,16719U,CLFM,Clifton Farm,P,+,I,Warrenton,Fauquier,VA,5,384-0774,38 46 57,-077 48 06,01S,-,NAD83,38.7825,-77.80167,x,623,10,29,mixed deciduous for./riparian cor./mead.,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,04-,9
NCPR,16720,16720U,ENRI,Eno River State Park,S,+,I,Hillsborough,Orange,NC,6,360-0790,36 05 07,-079 01 56,01S,-,-,36.08528,-79.03222,-,143,11,29,mixed hardwoods; riparian corridor,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,04-08,5
BANC,16721,16721U,BANC,Banshee Reeks,C,+,I,Leesburg,Loudoun,VA,6,390-0773,39 01 26,-077 35 49,01S,-,NAD27,39.02389,-77.59667,x,117,10,29,deciduous woodlands/successional fields,X,Y05,X,,,,,,,,,,,,,,,,,,,X,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,"03,05-",9
SIWR,16722,16722U,BARN,Seven Islands WR,C,+,I,Seven Islands,Knox,TN,5,355-0834,35 56 28,-083 41 21,01S,Google Earth,NAD83,35.94111,-83.68917,x,266,13,28,managed native grassland/scrub-shrub/rip,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,X,,X,,X,,X,05-,8
GPNS,16723,16723U,GPNS,Greenburry Point N. Sev.,DN,+,I,Annapolis,Anne Arundel,MD,6,385-0762,38 59 07,-076 27 26,01S,GIS-Terrain Nav,NAD27,38.98528,-76.45694,x,5,4,30,maturing oldfield,X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,05-06,2
HILL,16724,16724U,FOBS,Forked Oaks,S,+,I,Rougemont,Durham,NC,6,361-0785,36 12 36,-078 53 14,01S,Google Earth,NAD83,36.21,-78.88722,x,128,11,29,mixed pine/hardwood for.in riparian corr,X,Y06,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,05-,8
CLEM,16725,16725U,CEFB,Clemson Exp. Forest #B,S,+,I,Clemson,Anderson,SC,6,,-,-,-,-,-,99.99999,999.99999,-,9999,11,29,pine-hardwood forest,,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,03-04,2
WAJE,16726,16726U,WAJE,Walls of Jerico,S,+,I,Scottsboro,Jackson,AL,6,345-0860,34 58 51,-086 05 42,01S,GPS,NAD83,34.98083,-86.095,x,215,21,28,deciduous bottomland hardwood,X,N06,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,05-07,3
MIDW,16727,16727U,WEHL,Wehle ForeverWild Nat. Pr,S,+,I,Midway,Bullock,AL,6,320-0852,32 02 19,-085 28 18,01S,GPS,NAD27,32.03889,-85.47167,x,104,4,27,hardwood bottoms adj to pine sandhills,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,06-,7
PRWM,16728,16728U,HISW,Honey Island Swamp,S,+,I,Pearl River,St. Tammany,LA,6,302-0894,30 24 13,-089 42 26,01S,-,-,30.40361,-89.70722,-,4,3,27,bottomland hardwood forest,X,N05,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,05-,8
KNOX,16729,16729U,GAPI,Gas Pipes,DA,+,A,Muldraugh,Meade,KY,6,375-0860,37 55 32,-086 00 25,01S,GPS -GPSMAP 76,NAD83,37.92556,-86.00694,x,230,14,24,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,07-08,2
MUIS,16730,16730U,JOKU,Joe Kurz WMA,S,+,I,Gay,Meriwether,GA,6,330-0843,33 05 58,-084 32 09,01S,GPS,NAD83,33.09944,-84.53583,x,275,11,29,managed grassl./hedgerow & shrub islands,X,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,07-,6
CONG,16731,16731U,CON2,Congaree National Park,IP,+,I,Gadsden,Richland,SC,6,334-0804,33 48 49,-080 46 56,01S,Park GIS,NAD83,33.81361,-80.78222,x,34,4,27,upland pine/mixed hardwd forest on bluff,X,,,,,,,,,,,,,,,,,,,,,,,,,?,,X,,X,X,X,X,X,,X,,X,,X,,X,05-,8
PULS,16732,16732U,PULS,Pulsipher homesite,P,+,I,Linden,Cumberland,NC,6,351-0784,35 13 21,-078 49 03,01S,Google Earth,NAD83,35.2225,-78.8175,x,51,4,27,mixed woodland in rural residential/pond,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,,X,08-,5
VNMP,16733,16733U,VICK,Vicksburg Nat. Mil. Prk,IP,+,I,Vicksburg,Warren,MS,6,322-0905,32 22 39,-090 50 25,01S,GPS,NAD83,32.3775,-90.84028,x,102,4,27,mixed mesophytic forest,X,Y03,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,09-,4
CBOP,16734,16734U,CBOP,Center for Birds of Prey,P,+,I,Awendaw,Charleston,SC,6,325-0794,32 55 11,-079 42 28,01S,Google Earth,NAD83,32.91972,-79.70778,x,2,3,27,"pines, mixed hardwoods, wetland, lake",X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,09-,4
SKVI,16735,16735U,SKVI,Shaker Village,P,+,I,Harrodsburg,Mercer,KY,6,374-0844,37 48 41,-084 45 35,01S,GPS,NAD83,37.81139,-84.75972,x,250,15,24,cool season grassland w Osage-orange,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,09-,4
FTJK,16736,16736U,FTJK,Colonel's Creek 23A,DA,+,I,Columbia,Richland,SC,6,340-0804,34 03 43,-080 46 26,01S,GIS/GPS,NAD83,34.06194,-80.77389,x,80,4,27,riparian/canebreak/longleaf pine,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,X,09-,4
HOOS,16737,16737U,MRTN,Martin State Forest,S,+,A,Park,Greene,IN,6,385-0865,38 58 17,-086 51 20,01S,GPS,NAD83,38.97139,-86.85556,x,190,15,24,-,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
HOOS,16738,16738U,MSTP,McCormick State Park,S,+,A,Spencer,Owen,IN,6,391-0864,39 18 03,-086 42 49,01S,GPS,NAD83,39.30083,-86.71361,x,194,15,24,-,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
HOOS,16739,16739U,MCRI,McCormick River,S,+,A,Spencer,Owen,IN,6,391-0864,39 18 11,-086 44 02,01S,GPS,NAD83,39.30306,-86.73389,x,183,15,24,-,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
HOOS,16740,16740U,MRTS,Martin State Forest South,S,+,A,Loogootee,Martin,IN,6,384-0865,38 43 44,-086 53 38,01S,GPS,NAD83,38.72889,-86.89389,x,175,14,24,-,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
HOOS,16741,16741U,OWEN,Owen-Putnam State Forest,S,+,A,Vandalia,Owen,IN,6,391-0865,39 19 17,-086 51 09,01S,GPS,NAD83,39.32139,-86.8525,x,237,15,24,-,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
HOOS,16742,16742U,SPMI,Spring Mill State Park,S,+,A,Mitchell,Lawrence,IN,6,384-0862,38 43 40,-086 25 47,01S,GPS,NAD83,38.72778,-86.42972,x,200,14,24,-,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
CRAN,16743,16743U,SYCA,Sycamore,DN,+,A,Silverville,Martin,IN,6,385-0864,38 51 14,-086 44 03,01S,GPS -GPSMAP 76,NAD83,38.85389,-86.73417,x,173,14,24,riparian corr./upland cold decid. forest,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
MUIS,16744,16744U,PANO,Panola Mountain SP,S,+,I,Conyers,Rockdale,GA,6,333-0840,33 38 30,-084 09 22,01S,GPS,NAD83,33.64167,-84.15611,x,270,11,29,grassland being restored to NWSG,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,X,X,X,X,X,X,X,X,X,"07,09-",5
JEFF,16745,16745U,AR41,Area 41,IW,+,A,Dupont,Ripley,IN,6,385-0852,38 56 03,-085 22 12,01S,GPS -GPSMAP 76,NAD83,38.93417,-85.37,x,273,15,24,mature cold deciduous forest,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
JEFF,16746,16746U,AR58,Area 58,IW,+,A,Dupont,Jefferson,IN,6,385-0852,38 50 53,-085 27 19,01S,GPS -GPSMAP 76,NAD83,38.84806,-85.45528,x,252,15,24,cold deciduous forest/riparian forest,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
JEFF,16747,16621S,A27A,Area 27 A,IW,+,A,New Marion,Ripley,IN,6,390-0852,39 00 01,-085 22 38,01S,GPS -GPSMAP 76,NAD83,39.00028,-85.37722,x,280,15,24,cold deciduous forest,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
NWRK,16748,16748U,NWRK,Newark,P,+,I,Solsberry,Greene,IN,6,390-0864,39 08 02,-086 48 31,01S,GPS,NAD83,39.13389,-86.80861,x,229,15,24,deciduous hardwood forest,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
BECO,16749,16749U,BECO,Berry College,P,+,I,Rome,Floyd,GA,6,341-0851,34 18 23,-085 15 13,01S,GPS,NAD83,34.30639,-85.25361,x,200,13,28,pine woodland,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,11-,2
SHFA,16750,16750U,SHFA,Shelby Farms,C,+,I,Memphis,Shelby,TN,6,350-0895,35 08 18,-089 51 01,01S,Web - Google E,NAD83,35.13833,-89.85028,x,75,4,27,early successional mixed woodland/urban,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,11-,2
GRSW,16751,16751U,BOPI,Green Swamp Borrow Pit,P,+,I,Supply,Brunswick,NC,6,340-0781,34 05 34,-078 17 50,01S,Web - Google E.,NAD83,34.09278,-78.29722,x,20,3,27,longleaf pine with peatland pocosin,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,11-,2
QUAN,16752,16676S,STOR,Storage Area,DN,+,I,Garrisonville,Stafford,VA,6,383-0772,38 30 48,-077 23 33,01S,Web - Google E.,NAD83,38.51333,-77.3925,x,62,4,29,mxd VA pine & hardwood/pine plantation,X,Y01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,X,X,X,,X,"09,11-",3
INHD,16753,16619S,RUPT,Rum Point,DN,+,I,Indian Head,Charles,VA,6,383-0771,38 33 13,-077 11 48,01S,Web - Google E.,NAD83,38.55361,-77.19667,x,15,4,30,"oak/beech upland/maple, syc creek bottom",X,Y01,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,11-,2
INHD,16754,16754U,WAWI,Watchable Wildlife,DN,+,I,Indian Head,Charles,VA,6,383-0771,38 32 31,-077 12 09,01S,Web - Google E.,NAD83,38.54194,-77.2025,x,33,4,30,oak/beech woodland,X,Y01,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,11-,2
ABRM,17701,17701U,ABRM,Alaska,S,,I,Fairbanks,Fairbanks-North Star,AK,7,645-1475,64 52 00,-147 55 00,01M,-,-,64.86667,-147.91667,-,122,25,4,spruce and mixed forest,X,,x,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91-94,4
RRDR,17702,17702U,RRDR,Goldstream Creek,P,,I,Fairbanks,Fairbanks-North Star,AK,7,645-1475,64 55 00,-147 55 00,BLK,-,-,64.91667,-147.91667,-,168,25,4,spruce and riparian forest,X,,x,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91-95,5
DENA,17703,17703U,MISE,Mile Seven,IP,+,A,Denali N.P.,Yukon-Koyukuk,AK,7,634-1490,63 42 59,-149 05 16,01S,-,-,63.71639,-149.08778,-,838,25,4,spruce forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,92-02,11
DENA,17704,17704U,PERM,Permafrost,IP,+,A,Denali N.P.,Yukon-Koyukuk,AK,7,634-1490,63 42 53,-149 01 21,01S,-,-,63.71472,-149.0225,-,716,25,4,spruce forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,92-02,11
DENA,17705,17705U,IGCR,Igloo Creek,IP,+,A,Cantwell,Yukon-Koyukuk,AK,7,633-1493,63 35 37,-149 36 41,01S,-,-,63.59361,-149.61139,-,945,25,4,riparian willow scrub,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,92-02,11
DENA,17706,17706S,ROCR,Rock Creek,IP,+,A,Denali N.P.,Yukon-Koyukuk,AK,7,634-1485,63 43 26,-148 58 12,01S,-,-,63.72389,-148.97,-,686,25,4,spruce forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,92-02,11
DENA,17707,17707U,HOCR,Hogan Creek,IP,+,A,Denali N.P.,Yukon-Koyukuk,AK,7,634-1491,63 44 00,-149 16 40,10S,-,-,63.73333,-149.27778,-,853,25,4,"spruce-birch scrub, willow scrub",X,,x,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1
COLD,17708,17708U,RUCR,Russell Creek,IW,,I,Cold Bay,Aleutian Islands,AK,7,551-1624,55 12 30,-162 42 50,10S,-,-,55.20833,-162.71389,-,61,99,2,riparian alder thicket,X,,x,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-94,2
SHAD,17709,17709U,SHAD,Shadow Lake,F,+,I,Whitehorse,Whitehorse,YT,7,603-1344,60 35 10,-134 46 20,10S,-,-,60.58611,-134.77222,-,762,68,4,spruce/pine forest,X,,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,93-02,10
